@relation movies
@attribute att_avis STRING
@attribute att_thought {-1,1}
@data

'words can t simply describe how awful this film is  i watched it on video last night  and i simply could not believe what i was seeing  basically   snakeeater  is about an ex military man  lorenzo lamas  and his search for his kidnapped sister who has been held captive by deliverance style rednecks  the film s acting  writing  direction  photography  and editing are deplorable along with a song called  soldier  that has to be one of the worst theme songs of all time however  there is one treat   horshack   ron pallio  from  welcome back carter  is in the film playing a laughable bad guy  otherwise  please avoid this mess at all costs',-1

'that  malcom  show on fox is really making a killing    can t we do our own version   i speculate and paraphrase  of course  but in our hearts we all know it s true  and that the only thing nbc added to the  malcom  metric was sex  and  boy  did they add sex   thirteen year old tucker gets a boner and covers it up with his skateboard  tucker accidentally walks in on his aunt in the shower and she accuses him of watching her and beating off  he spies on the cute girl in the next house from his bedroom window  and she knows he wants to see her topless but she teases him by smiling and closing the window  and this is all in the pilot take it from a grown man  a boy s puberty is so sex crazy and testicle driven it is impossible to make it funny for a mainstream audience  the only times anyone has ever come close has been in movies  and you can count those on one hand  so it s no surprise that  tucker  has the warmth and appeal of a strip club bathroom  did the network actually think we would like watching kids grapple with puberty  isn t this the stuff people go to jail for  if you doubt the show s depravity consider this     episodes were filmed but nbc canceled it after only   episodes aired  they then made the unprecedented move of  burning off  the remaining episodes by airing them at midnight so no children could see them  ironic since kids were originally the target audience apart from its general scuzziness tucker features a running voice over from the lead character to flesh out the shoddy writing  even in      it was horribly dated  with it s ska incidental music and super sarcasm  i couldn t like any of the characters enough to laugh at the jokes and the jokes didn t exactly come a mile a minute    shame on nbc for this dirty rip off    they re better than that grade  c',-1

'first of all  i became dissy after watching this movie for five minutes  cause of the bas screenplay   i don t think this movie has any purpose  it s boring from the first minute to the last  i don t understand why this movie scores so high  i gave it      but actually it s not more wurth then',-1

'what were they thinking at  cannes   one of the most irritating  films of all time  every detail of this film  no matter how meaningless was shown  if i had to watch her put on those boots one more time i think i would have shouted  if the point of this film was to show how pathetic a life rosetta had  then it was covered within the first fifteen minutes of the movie and then the credits should have been running  but no  we had to see countless redundant scenes over and over  the whole thing was filled with un likeable and unsympathetic characters  they deserved the misery that was rosetta  and to think i passed up  tumbleweeds  to see this over hyped film of boredom  it was like watching grass grow  only that is more exciting',-1

'i go to the cinema to be entertained  there is absolutely nothing entertaining about this film  from beginning to end  there is no respite from the gray  grinding reality of this woman s life  it is one paced  with no change of mood  i remained until the end only because i was convinced that things must get better  they don t  and i don t think i was the only one  as evidenced by the many groans ringing around the cinema as the film drew mercifully to a close  honestly depicting social depravation is no crime  but boring your audience to groans is not the way to win the sympathy of the public  a dreadful film',-1

'if i had known this movie was filmed in the exasperating and quease inducing dogme    style  i would never have rented it  nevertheless  i took a dramamine for the seasickness and gave it a shot  i lasted a very  very  very long forty minutes before giving up  it s just boring  pretentious twaddle the last french movie i saw was  romance  and it too was pretty dismal  but at least the camera was steady and not breathing down the necks of the characters all the time  i am baffled at the continuing popularity of dogme    overseas    it ll catch on in america about the same time as the next big outbreak of leprosy   it s called dogme    because that s the average number of times the actors are poked in the eye by the camera',-1

'i have no idea what idiots gave this movie a palm d or at the      cannes film festival because it was atrocious  i actually watched the entire thing simply because i couldn t believe that someone would make such a worthless film  there is nothing interesting about the plot  the characters are devoid of depth and there is no attempt at giving any sort of ambiance with music or sound effects  also  if you do decide to waste   hours of your life by watching this film  be sure to bring something to throw up in because the cinematography is simply someone running around with a hand held camcorder and half the time you can t even see the main subjects  this style has been used much more successfully in movies such as  blair witch  because it creates suspense  in rosetta  there is no plot and no suspense to which that style would lend anything  i should have known better when it came on at   o clock in the morning that it was going to be horrible',-1

'i hate how this movie has absolutely no creative input  i know they re going for realism  but to be frank i just don t want realism  realism is boring  if i want to see daily life  i ll uhm  live  tell me an interesting story and we ll talk  i can deal with the low production values  hell i m a sucker for low production values  but at least work in some good ideas  the direction only goes as far as grabbing a camcorder and walking around a bit  but obviously i m supposed to dig that because it makes stuff so much more realistic  hitchcock used to say drama was essentially life with the dull bits cut out  i can only conclude this is not drama  not by a long shot  we get to see rosetta walking to someplace  rosetta working in a bakery  rosetta eating a waffle  rosetta carrying around bags of far  rosetta walking back home  rosetta walking someplace   it s just not that entertaining  there isn t really a deeper meaning either  i got so bored i started looking for some reflections on life in this movie but it s just plain realism  the most overrated quality in the business  i guess i m supposed to love this  but come on  there s nothing in there',-1

'this rubbish excuse for television is the single most god awful piece of trash ever to hit australian television  the house mates are dull  uninteresting  ridiculously unintelligent and are picked on the basis that you would be likely to attempt to murder them if you had to live with them  as far as i am concerned big brother is the decline of western society  showing how us as a society are on a steep slope to becoming brain dead morons  whatever happened to television that didn t target the lowest common denominator of society as an audience  this cannot be classified as entertainment  i think that it true that channel ten can remove your soul  it happened to rove mcmanus who was once a respectable comedian and  once moving to channel     become horribly unfunny  with the exception of the simpsons which is highly intelligently made',-1

'if there was a   stars rating i would gladly hand it out to this absolutely horrid pile of waste  the fact that the actual summary is perfectly fine and that if it had been made different it could have been brilliant only makes it worse  the basic task of locking up a group of people in an experiment chamber is fine  but wheres the experiment  all i see is a bunch of unintelligent surfers and blondes chatting about music and culture i don t know or want to know about    the challenges are pathetic and silly  the whole point of reality tv is to show reality  if you set a  challenge  don t make them play with exaggerated props of food and stereotypical cultural elements in  friday night games   make them do an actual challenge  and as for  earning  prize money  thats fine  if they actually earnt it  these people are nuts  if only they would make the show better  the actual idea would be glorious  but that ain t gonna happen',-1

'this is the story of two guys who found a copy of  funky monkey   finding this seemed odd at the time figuring that there are still posters for the movie at the local cineplex odeon  after seeing such classics as  every which way but loose  and  project x   these two guys figured movies with monkeys are awesome these guys were in for a long ride as they watched this movie  there was some monkey that was replaced by a stunt man when action sequences were required  it was apparent that the monkey wasn t trained in the school of shakespearean acting  perhaps replacing the monkey with ben affleck might have helped the guys thought maybe a strong sidekick would help like a jackie chan or heck maybe even hulk hogan  luckily this movie had amazing martial artist and jet li look a like matthew modine  while some might argue that matthew modine doesn t come close to jet li  camera tricks prove that he is every bit as good  when it becomes obvious that an untrained chimp can t handle the movie  the movie leans on matthew modine to be the real star did i mention that there is some dorky kid that develops a bond with modine and the monkey  is there a possibility that the kid learns confidence and even picks up a girl in this movie  even matthew modine should get jealous with this one  because using the pick up line  i m second fiddle to a monkey  doesn t seem to work with the ladies  shortly after watching this movie the two guys got a phone call from matthew modine telling them  seven days',-1

'i bought this movie from gamestop s discount used movie bin and the cover caused me to laugh uncontrollably so i bought it for   cents  the movie itself is retarded and they use like ten different monkeys throughout the whole film that hardly look alike  not to mention they use a stunt double who is just a short guy in costume making a desperate attempt to impersonate a monkey the director more than likely committed a murder suicide with the chimpanzees after the movie debuted in a preview for some other low rent warner bros  film and he ended up owing money to the studio  it also doesn t help that he wasn t even infamous for the terrible job he did  he wasn t even known for producing a poop chute film why was this movie ever made',-1

'ouch  they don t come much worse than this horrid adaptation of c  s  lewis s beloved novel  while the adaptation is very true to the novel  the acting is simply awful and the sets and special effects are on a scale equivalent to a school play  i ve read that the budget for this miniseries was the grandest that the bbc has ever given at the time  but surely they could have scraped together a bit more than the    that it looks like this was filmed for  the worst effect of all is mr  beaver  i know computer effects weren t at the level necessary or even cost effective at the time  but the costume store man in a suit look was horrid  better to have just cut the character from the film than do that to the role  avoid this at all costs',-1

'though the movie may have been  true  to lewis s book  in that the script was basically word for word  verbatim   it failed to capture any of the grandeur that would otherwise be associated with an epic story like this  the mythical creatures  unicorns  centaurs  griffins  ghouls  ghosts  are  drawn  in  and as in the previous review  the green screen flying sequence was very hard to swallow  i nearly laughed to death when i saw the humanoid beavers with their giant stiff suits and buck teeth  i nearly cried when i heard the wolf s  howl    a man in a grey fuzzy suit basically shrieking as loudly and as girlishly as he possibly could all of the acting is tremendously forced  especially that of little lucy penvensie    i could only take so much indignation  desperation  and buck teeth in the  what felt like  fourteen hours of watching the movie  the actress who plays the white witch  in all her histrionics  seems that she d be more at home on stage  where a booming voice  spread arms  and a valiant effort at something shakespearian would be more than welcome the sets feel claustrophobic  whether the scenes are taking place indoors or outdoors  indoors  it s as if bbc could only afford to spend      on constructing a set  and so it is very small  and all the characters are constantly huddled together  the white witch s castle is a run down  rotting countryside english castle filled with styrofoam statues and bad lighting  when the penvensie children are wandering through the woods   actually   any  scene in the woods   feels like they are simply wandering around in circles the only thing that looks decent in the film is aslan  but you can bet that bbc probably blew the film s entire budget on building the mechanical feline  it looks great when it s standing still and before it starts speaking  but once it starts moving  you can t help but pity the poor man who has to be the rear end in the lion suit yes  if you are a hardcore narnia fan  you may want to see this version  simply because it preserves every word that lewis ever wrote   but lewis was certainly no screenwriter  and a lot of the dialogue feels chunky and awkward when on screen  during the scene in which the children are at the beavers  and getting ready to flee from the wolves  mrs  beaver s incessant   oh  just one more thing  dearies  and then we will be ready to go   punctuated by the children s simultaneous cries and sighs and moans of  no  mrs  beaver  please      a scene of comic relief  so incongruous  they are supposed to be fleeing from imminent danger  not wondering about whether to pack the sewing machine or not   detracts from the drama that the scene might otherwise have  in fact  the whole movie is peppered with directing faux pas such as these i would recommend seeing the new narnia  disney        the new movie  with updated effects  spectacular computer animation  great timing all around  and a gorgeous and scene  stealing white witch  who plays her part with all the subtle evil of a seasoned politician  as opposed to a shrieking banshee  captures all of the grandeur and the magnificence of the world of narnia without detracting the least bit from lewis s original vision  i think   lucy is a lot cuter  no buck teeth  yay    as are the beavers  and realistically sized   and bratty bbc edmund has nothing on the divine  desperately hungry for acceptance insecure and  angsting with an inferiority complex edmund that the new disney version fronts unless you re the type who enjoys wasting time by making fun of campy movies  i would not recommend this film to anyone',-1

'i went to see it in hopes of some good old fashioned alice entertainment once i realized i would not be getting that i watched it for a pretty well made movie  in terms of filming and yeah  that was it  but aside from it having a good film quality considering i had been watching grainy movies all day long there was nothing good about that movie he killed    why were tweedle dee and dum played by mudler and scully serisouly who can answer that for me who can answer anything awful about this movie for me i agree with whoever said it was just one big long inside joke for the staff that s all it seemed to be poor mr carroll i m so sorry somebody did that to his wonderful tales',-1

'i was unlucky enough to have seen this at the sidewalk film festival  sidewalk as a whole was a disappointment and this movie was the final nail in the coffin  being a devout fan of lewis carroll s  alice  books i was very excited about this movie s premier  which only made it that much more uncomfortable to watch  normally i m enthusiastic about modern re tellings if they are treated well  usually it s interesting to see the parallels between the past and present within a familiar story  unfortunately this movie was less of a modern retelling and more of a pop culture perversion  the adaptation of the original s characters seemed juvenile and usually proved to be horribly annoying  it probably didn t help that the actors weren t very good either  most performances were ridiculously over the top  which i assume was either due to bad direction or an effort to make up for a bad script  i did not laugh once through out the duration of the film  all of the jokes were outdated references to not so current events that are sure to lose their poignancy as time goes by  really  the only highlight of the film was the opening sequence in which the white rabbit is on his way to meet alice  but even then the score was a poor imitation of danny elfman s work  also  i d have to say that the conversion of the croquet game into a rave dance off was awful  it was with out a doubt the low point of the film what a joke  don t see this movie  after its conclusion i was genuinely angry',-1

'i m actually watching this film as i write this       if the following comments  prove my lack of development as a true  artistic film maker   then so be it      but       i thought  am still thinking as i m presently viewing  that this film       to put it mildly  is very  very overrated  again  very it looks like a really  really bad student film done by a someone with beyond extremely limited resources       and who didn t pay that much attention to detail i don t want to go on and on regarding all the different ways that i find this film lacking  but       well       i just don t get it  rememeber  i fully admit that maybe it s me that s the idiot here   not the film maker   for not getting this  piece of imaginative genius         i rented this on a whim because the reviews were very  very outstanding      sheesh',-1

'a friend once told me that an art house independent film ran in a cinema when  upon the closing of the film   audiences were so enraged they preceded to tear up the cinema seats  of course  my imagination ran amok  trying to conjure up the contents of such a piece of work  well now my imagination can be put to rest i am a lifelong andrei tarkovky fan and an ardent admirer of his work  i have come across many people who thought tarkovsky s films are slow moving and inert  opinions being what they are  i found this not to be true of the late director s wonderful works  which are wrought with meaning  beautiful compositions  and complex philosophical questions  upon hearing aleksandr sokurov called the heir to tarkovsky  i was excited to experience his films with the exception of the open air ride through the fields  stalker   this movie has no kinship to anything tarkovsky has done  it does not seem to possess the slightest meaning  even on a completely mindless level  it s supposedly  gorgeously stark  cinematography is devoid of any compositional craft  there is a no balance  no proportion  and the exposure meter seems to be running low on batteries in the freezing snow  the main character is so inept and indecisive  it makes you wonder whether his father might have been alive if he made up his mind sooner i am also not adverse to non plots or story lines that progress on multiple non linear fashion  but there isn t even a non story here  one must surely enter the viewing of this film with a shaved head if one were to exit it with nothing gained and nothing lost  as hair pulling would be the only possible answer to a pace that could make a tarkosky time sculpture look as if jerry bruckheimer had filmed a charlie chaplin short i won t rule out that this may be one of sokurov s stinkers  tarkovsky s solaris   but to conclude that he is one of tarkovsky s heir based on this film  would be to call paris hilton the successor to aristotle  c mon guys  don t be afraid to say it  no amount of big impressive words is going to magically bring this corpse of celluloid back to life  i don t profess to fully understand russian culture and i probably don t have russian values  but i immediately picked up on tarkovsky s work as something magical  a treasure and a gift to viewers if it didn t have sokurov s name on it  and it aired on say  saturday night live  i m pretty sure nobody would  read  all these magnificent analysis into this wet noodle of a flick',-1

'this contains many  many spoilers  not that it matters  since everything is so patently obvious    oh my god  where do i start  well  here   this is the first time i have ever come home from a movie and said  i have to get on imdb and write a review of this now  it is my civic duty   such is the badness of this flick  begin digression  but let me just state one thing before i start  i m not some harvard art major film noir weenie  in fact  i went to the college at the other end of mass  ave in cambridge  the one where the actual smart people without rich daddies and trust funds go  which should put me squarely in the nerd who would obsessively love comic book films census group  and still i hated this film      my viewing preference is for the highbrow cinematic oeuvre that includes the die hards  bond flicks  clerks  and the grail  i wish the titanic had never sunk  not so much for the lives lost  but so we wouldn t have been subjected to that dung heap of a film  and the single and only reason i will watch a snooty french art film is if there is a young and frequently disrobed emmanuelle beart in it  i even gave maximum overdrive one of its precious few   s here on imdb  for god s sake  so i m as shallow as they come  therefore i m not criticizing this film because i m looking for some standard of cinematic excellence   it s because elektra stinks like a three week old dead goat   end digression ok  there s so much badness here that i have to try to categorize it  here goes ms  garner  one of the compelling reasons a male would want to see this flick is to see lots of hot jgar  i have no idea why my wife wanted to   i think that between this and  finding nemo   the latter was the sexier film  you know the red outfit she s advertised wearing in every freaking ad you see  you see her in it twice   once at the beginning  once at the end  bummer  in the rest  she basically looks like what morrissey would look like if he were a female   lots of pouting and black clothes  which brings me to the incredible range of expression jgar shows in her acting   ranging from  pouting  all the way to  pouting and crying   oh my god  you d think she was being forced to date ben affleck or something horrible like that  um  wait   the bad guys gal  they show about the same range of expression and acting ability that you d expect from a slightly overripe grapefruit  at least next to jgar s performance  it doesn t stand out too badly  one guy s role is to stand there and be huge  another s is to stand there and have stuff come out of him  and the woman s role is to stand there and breathe on and or kiss people  they manage to pull these incredible feats off  the main bad guy has the most difficult role of all   he has to simultaneously a  appear angry and b  appear asian  he does a fine job at this  i think there was a fifth bad guy gal  but my brain is starting to block parts of this movie out in self defense plot twists  this movie has about as many surprises as a speech at the democratic national convention  let s just put it this way   my wife  who has only been in the u s  for half a year and speaks only a small amount of english   whispered this to me when the girl first appears in jg s pad  and i swear to god i am not making this up   she go to house to kill girl  and father too   and this is before the father has even appeared on the screen  now my wife isn t stupid  but she isn t being courted by mensa for her gifts  either  and she s had zero exposure to daredevil or the comic book genre  and she figured this out in        seconds with no prodding and no prior information  such is the blatant obviousness of this film rarely before seen stupidity  ok  so there s this big dude in the film  he can take a chestful of shotgun blast and brush off the shot like it s lint  and he can take a vicious electra stab to the chest and just bend the metal  or melt it   or something   more defenses kicking in  thank god   but jg jumps on his head  and he explodes  an achilles noggin  ok  such is the mind numbing stupidity of this film ack  i m starting to feel a cerebral hemorrhage coming on  so i have to stop  but you have been warned  if you have to intentionally slash your own tires to prevent yourself from going to see this movie  do it  and if armageddon is going to come  please let it be  before  this comes out on dvd',-1

'while some scenes of training were realistic  too many of them depicted military instructors as ex nazi types  obviously  the people who wrote the screen play were either anti military types or writing a film for that audience i am a viet nam vet and  even during this period  military instructors who behaved in the manner some of these did would probably still be serving time in military prison and i really loved the scene where the  hero  and his buddy  both privates  are sitting down in the captain s office  smoking cigarettes and talking and cussing with the captain as if he were their buddy  this sort of thing never happened in training or in a formal situation  as was the purpose for the scene at the end i asked myself   what was this film about   as it seemed to wander around all over the place with no focus except  i hate all authority   thank god i got it from the library and did not pay to rent it',-1

'how irish critics rave about this movie is beyond me  overacted by the usual band of irish actors dragged out for every irish movie  terrible script  with forced character quirks  the brown sauce   romanticising all that is bad about dublin  the attitude of  ah  it s a dump but sure isnt it great all the same   plenty of tidbits purely for american audiences  the supermarket boss and his horribly forced catchphrase   and the nail in the coffin was colm meaney s character  a great actor forced to play this part that could ve been written by a five year old  cringeworthy stuff  the best thing about this movie is farrell  and it s a bad when you have to say that  well  at least he wasnt putting on his dreadful american accent  international audiences be warned  stay at home and watch snatch and lock stock  you ll have a better time  intermission is a walk outer',-1

'i m irish and i ve been living in denmark for a while so i was looking forward to going home last week so i could see intermission  and i will go on record as saying this film is awful it is not quite as bad a something like  the most fertile man in ireland  but it definitely does not stand up there with other irish films such as the commitments  i went down or michael collins some aspects of the film are actually quite funny  such as colm meaneys american style garda  but the film itself is shot completely wrong  the bouncing around of the camera and the constant zoom in  zoom out tries to give the film an edgy look as if it were a gritty drama  but it isn t  this is an irish lock  stock and two smoking barrels and it should be shot like this  it should have smooth movement from one shot to the next  the film just looks sloppy and thrown together the performances are okay  given the awful script  a friend of mine said to me like it was like they just followed colin farrell around dublin for a week  he gives a decent display as a dublin dirtbag  but it no way compares to his performances in minority report  tigerland or phone booth  the best performance was from dierdre o kane who plays a sexually frustrated middle aged woman who has just been dumped by her bank manager husband for a younger woman  i think she should leave her god awful stand up and focus more on her acting all in all  its does in no way live up to the expectations put on it by the irish press or deserve to be even considered as one of the best irish films ever i m expecting a backlash from these comments because most people i have spoken to have said it was great  but before you reply  ask yourself  would think so highly of this movie if it was set in england or america',-1

'a terrible film which is supposed to be an independent one  it needed some dependence on something this totally miserable film deals with the interactions among irish people  were they trying to imitate the wonderful film  crash   if so  this film crashed entirely there is just too much going on here culminated by a little brat running around and throwing rocks into buses and cars which obviously cause mayhem the film is just too choppy to work  one woman loses her husband after    years to another while her younger sister is ripped off by a suitor  this causes the former sister to become a bitter vetch and walk around in clothes not worth believing  the older sister also becomes embittered but soon finds romance then  we have   losers who purchase masks to rob a bank  obviously  the robbery goes awry but there doesn t seem to be any punishment for the crooks  perhaps  the punishment should have been on the writers for failure to create a cohesive film',-1

'i live in ottawa where this film was made and i really wish it hadn t been  this is one god awful flick  i really try and support independent films but there is this stigma attached to anything indie and that stigma is  indie films blow  well  this film does nothing to shed this curse  the actor  writer  director brett kelly does little to contribute to the genre  rather he re hashes tired clichs from movies past  i am really tired of menacing evil looking characters that lurk in the shadows and prey on the unsuspecting  it s way too overdone i can remember one scene in particular right near the end of the flick where the whole scene is lit with car headlights  now some may say that this was an effect used to create mood and tension  but sadly it was to showcase the shoestring budget of this movie  as well for a movie that dares to call itself horror  a viewer will find themselves hard pressed to find any actual gore  other than a few scenes with corn syrup and red food colouring the biggest thing that drags this film down is the pacing and the lack of character development  the basic plot is that children are being kidnapped and the parents must track down this bonesetter fellow before a certain time in order to get their kids back  not that this concept bugs me  but  i didn t really find it believable that when the two main characters  both who have lost children can find time to make out with each other  this is done in such a short time span that it s inconceivable  my first priority would be to get my daughter back and at least get to know the lady before making out with her the last point that i have is     and i won t hold this against kelly  but the movie is shot entirely on boring  emotionless video and that really takes away from any tense moments that would have just oozed style on film  although if this movie were given a million dollar makeover and redone the story and boring acting and lame everything could not keep this movie afloat  my only hope is that something happens to prevent brett kelly from making a sequel  which has been reported on his website  a sequel that was half written in one sitting lord help us all',-1

'usually when a movie receives a vote of one it is because someone simply dislikes it and is annoyed it doesn t have a lower rating  and so decides to drag it down as much as they can instead of just giving it a low rating  this is not the case here bonesetter is a perfect example of a      film  it does nothing right and it doesn t have the chance to because it doesn t really attempt to do anything  there are strands of a bad d d  novel kind of plot which doesn t hold together and a complete lack of any kind of acting throughout  it is clear that nobody involved in this project gave it any kind of serious effort  because even a completely patently untalented persons  hard work would amount to more  a truly awful film',-1

'words cannot begin to describe how blandly terrible this movie is  i wish it were  so bad it s good   but it s not  it s just dull  lifeless  and boring  it s so bad i couldn t even laugh at it in response to other posters  anne marie frigon is not the highlight of the movie  the only person less charismatic is the director brett kelly  who as a true statement on vanity  cast himself as the male lead  they both look like inbreeds  sister and brother the gal  sherry thurig  is a looker  the complete opposite of anne marie   attractive  this girl is tall and willowy  and can act  although you can tell she s holding back all the actors seem to be holding back  especially the supporting male  mark  i ve seen less wood in a rain forest  but he s still better than kelly  why would kelly keep his actors from acting  is he really that bad a director  everyone else has summed the story up perfectly   there isn t one  kids are kidnapped and kelly steps in poo to solve the crime  i know how he felt stepping in the poo  it s how i felt after watching his movie yes  i tried to get my money back from the rental store  this is a home movie best left to be seen by the friends of the director  and if you search them out  you ll see those same friends were the one who gave the movie positive marks',-1

'or listening to  for that matter  even the soundtrack is a bore honestly  this isn t the worst gay movie i ve seen  that would be regarding billy   but it s down there very close to the bottom of the barrel this thing drags and drags and drags  it s not that the plot is inane  in the hands of a good writer it might have worked       it certainly could have been much more entertaining  there s not one plot point you can t see coming for ten miles down the road  the dialog is flat  the jokes are old  to add insult to injury  it s full of one dimensional  stereotypical gays nothing in this movie convinced me that the situation or the relationship of the two leads was possible  much less real  there was no chemistry  no dynamic  in fact no evidence of why the leads love each other       we re just told they re in love  hard to figure when they have nothing in common and aren t compatible sexually  they like the same book  huh the acting is not totally bad  but the pacing is excruciatingly slow  i mean  almost jarmusch  slow  but without jarmusch quality  in fact  that would be a good barometer for you  if you like jarmusch films  avoid this one',-1

'i watched this movie for its two hours and have absolutely no idea what it s about  somebody got murdered or maybe they didn t and maybe somebody did it or maybe they didn t  this brought back memories of the good old days  bad old days   when all cbc canadian movies were stinkers  lately stinkers have been the exception but this confused hodge podge of trendy feminism  mind reeling flash backs and mumbled dialogue makes up for lost time  i ve never found margaret atwood s books easy to read  this movie continues that fine canadian tradition  it isn t easy to watch  maybe the trendy folks at the chi chi toronto cocktail parties will pretend they liked it  us folks in the boonies are a little less pretentious',-1

'i don t know what margaret atwood was thinking to allow this movie to have the same name as her book  i ve always been a big fan of the robber bride and was so excited to learn there was a movie in the works  i am aware that the translation of book to movie isn t perfect but this movie was the worst ever  the names of the women are correct and some of the back story is correct but that is about it  i feel like i lost a good portion of my time trying to make it through this movie  this really should have been a mini series to tell the story the way it was written the actors for roz  tony  charis and zenia were well chosen even though i was skeptical at first about mary louise parker  i only wish they d had a better script to work with because this really had nothing to do with the book at all',-1

'when i saw that mary louise parker was associated with this epic novel turned film  i was intrigued  being a fan of the book  i assumed she d be playing tony  roz  or charis  but more so  i was intrigued to see how they would turn this very head y  almost psychological  but not psychological thriller  novel in to a movie that would be accessible to those who hadn t read the novel  and that would be at least mildly satisfying for those who had  the book is a complex reflection of society  women  and modern life  and i was interested to see how they used the   different narratives that lead to the unfolding of the story in a film  what they actually did was a crime the biggest error and confusing issue is  why would oxygen  a network that advertises as being for women  take an amazing book about how complex  wonderful  and terrible women are and can be  and change the protagonist from   women to some dumb former cop with no real motive to be involved in the story  it seems like whoever adapted it took an easy way out by using this guy to straight up ask roz  tony  and charis about how they knew zenia and in doing that  they rushed through bulk of the book  in doing this though they muddied the story and cut everything that is great about the characters in it  aside from making it so the audience had no one credible to associate with  in the film  these women aren t people  they are characters in the book zenia does fake her death  but the book mentions it to get this point across  while the film wastes       minutes focusing on this former cop running around and doing nothing of use  they tried to make this complex book an episode of law and order or csi it turns out that mary louise parker played zenia  which was so wrong  zenia is a catherine zeta jones  angelina jolie  or maybe even a scarlett johnasson type  she is a woman men can t not adore  and a woman that women are intrigued and threatened by  but in a  keep your enemies closer  kind of way  and once she gets closer  she seems totally genuine and trust worthy  despite your better judgment  she s the kind of woman who  even when she loses  she wins  she s always still beautiful  still rich  and there are always still people out there who don t know her game in the film  zenia didn t take charis s man  the blonde american draft dodger who was using charis in the first place     but instead took august and tried to become her legal guardian  and apparently came back to be her lesbian lover as a lingering kiss at the coffee shop implies   and zenia did kill the chickens before leaving with august  but it made no sense since all of the build up to it was removed  it s was as if whoever wrote the screenplay was grasping at straws to satisfy those of us who read the book  but i think had i not read the book  i would have spent the whole movie confused  if i had bothered to stick with it at all and roz s husband was dead before zenia came in to the picture  which was weird since zenia took roz s business and home life in the book  which is why roz hated her so much  and she and zenia had conspired to kill roz s husband years and years back  and according to the film tony and west had been dating forever   even at the party where zenia and west  in the book  had painted the whole place black and they made tony seem like this totally with it  and evil  bitchy  person who was always respected by everyone for her intelligence and popular for it  tony s character was so wrong in this film   she seemed a little psycho and like the mastermind behind whatever conspiring was going down as opposed to the kind of gawky  mildly reclusive teacher that she was in the book  the film basically implied smart women are evil  beautiful women are evil  powerful women are evil  and women who teach yoga are off their rockers they basically tried to make it so zenia wasn t necessarily as awful as she was in the book  and then  in the end  the three women convince this former cop  who  of course in the process of researching this  meets zenia and has an affair with her that is supposed to end with them moving to barbados or something ridiculous  which of course zenia bails on  to hide zenia s body  which they found splat at the hotel she was staying at  but the film implies that one of the three women pushed her over the balcony  or they conspired together to do it     and then zenia also managed to take all of roz s money in the process  by the end of the film i was only half paying attention between commercials b c it had spiraled so far out in space from what it could and should have been if you aren t confused by this breakdown of the film  then maybe you would like it  because i have read the book and seen the movie  and from the movie alone i am ridiculously confused  it was terrible  i get that making a film out of that book is quite a task  but if you are going to take on the task  you should start by determining what in the book is unnecessary  instead of creating some useless character to be our alice in wonderland are there really no fluffier books that oxygen could be making at least half decent tv movies of',-1

'if i had never read the book  i would have said it was a good movie  but i did read the book  who ever did the screen write ruined the storyline  there is so many changes  that it wasn t really worthy of the title  character changes  plot changes  time line changes   first off who was henry and the investigator  they weren t in the story  henry had mitch s persona somewhat  but mitch wasn t a cop  no you made it so roz  helped  sink   his body and used that as zenia s blackmail against roz  the real so called blackmail was roz thought zenia was sleeping with her son and wanted her to get away from him  her son was also being blackmailed because he was hiding being gay from his mother  her son wasn t even really mentioned in the story  neither i don t believe was his lover  roz s secretary tony and west were not together in the beginning  he was actually with zenia first while in college  the black painted apartment was their idea  tony just went to visit  this is where zenia and tony meet  become fast friends  tony hides her love for west  then zenia left west  with cash from tony  then west and tony get together  eventually marry  at some point west leaves tony for zenia again for a short time  only to be heart broken again  then go back to tony  zenia s blackmail for tony was that tony had written a test paper for zenia  now being a professor at college she didn t want to let it get out  i will say the character who played tony did it wonderfully charis character was a blond  not that it really matters  zenia didn t trick her about having cancer while augusta was alive  no she was there when charis had a lover named billy  augusta s father  he was a draft dodger in the vietnam war  eventually after charis takes care of zenia for months for what was actually drug withdrawal  zenia and billy have an affair right under charis s nose while taking care of them both  then zenia turns in billy to the government  and leaves on the ferry with him  not with augusta  charis was pregnant with her tho  charis also had a split personality  karen was her real name zenia did not die from being cut up into piece s     she fell or was possibly pushed  we never really knew  off the balcony and landed in a fountain  she had almost pure grade heroin in her blood and it was likely she took some not knowing and fell off as she od d  she was also really dieing of cancer this time around it didn t show any of the childhood memories or anything that endeared the characters to the reader  the book was striped down to its bare bones  then re made in someone else s vision  why couldn t you just write your own story along the lines of what you made the movie  it was different enough  and i m sure could have been made more so',-1

